Rec,Inf,UID,Name,Best Pos,Age,Club,Division,Mins,Tgls/90,Tcon/90,Gls,Goals Outside Box,Shot/90,xG/shot,Shot %,ShT/90,Shots Outside Box/90,Gls/90,xG/90,NP-xG/90,xG-OP,Conv %,Ast,Asts/90,Ps A/90,Pas %,xA/90,OP-KP/90,Ch C/90,Drb/90,Pr passes/90,OP-Crs A/90,OP-Cr %,Crs A/90,Cr C/A,Tck A,Tck R,Pres A/90,Pres C/90,Poss Won/90,Poss Lost/90,K Tck/90,Int/90,Clr/90,Blk/90,Shts Blckd/90,Aer A/90,Hdr %,K Hdrs/90,Sprints/90,Dist/90,Gl Mst,Fls,FA,Yel,Red,Wage,Transfer Value
- - -,,79034187,Julio Enciso,AM (L),22,Strasbourg,Ligue 1 Uber Eats,"2,237",0.97,1.97,4,1,1.05,0.13,35%,0.36,0.48,0.16,0.14,0.14,0.59,15%,4,0.16,30.09,83%,0.14,0.93,0.28,3.66,3.22,4.06,15%,4.18,14%,69,70%,12.51,3.18,6.96,12.19,0.12,1.97,0.89,0.36,0.08,4.1,19%,0,15.69,13.9km,0,36,35,4,0,"£10,000 p/w",£30M - £37M
- - -,,18097160,Albert Sambi Lokonga,M (C),26,Hamburg,Bundesliga,"1,930",1.17,1.21,0,0,0.65,0.08,36%,0.23,0.47,-,0.05,0.05,-1.08,-,4,0.19,64.59,91%,0.15,1.45,0.28,1.03,6.44,0.37,57%,0.65,62%,70,74%,9.14,2.56,8.63,7.88,0.09,1.59,0.7,0.23,0.19,3.59,43%,0,10.03,13.3km,0,37,13,8,1,"£60,000 p/w",£10.5M - £16.5M
- - -,,2000084166,Noah Mbamba,DM,21,FCV Dender,Jupiler Pro League,"2,252",1.28,1.68,1,1,0.76,0.06,21%,0.16,0.68,0.04,0.05,0.05,-0.16,5%,1,0.04,59.35,89%,0.09,0.64,0.28,0.64,4.28,0.16,50%,0.16,50%,57,74%,6.35,1.96,11.03,7.03,0.12,1.8,0.76,0.4,0.24,4.72,57%,0.28,4.12,12.3km,0,31,4,8,0,"£13,000 p/w",£325K - £7.4M
- - -,Inj,18054953,Pieter Gerkens,M (C),31,Cercle Brugge,Jupiler Pro League,"2,256",1.52,1.16,5,1,1.28,0.1,44%,0.56,0.6,0.2,0.12,0.12,1.96,16%,0,-,37.58,85%,0.12,1.2,0.28,1.12,3.39,2.03,19%,2.07,19%,93,77%,13.24,3.31,7.98,11.53,0.08,1.91,0.92,0.36,0.16,6.14,51%,0.32,14.72,14.0km,0,30,18,5,0,"£10,750 p/w",£240K - £750K
- - -,Wnt,37058008,Jordan Teze,D (R),26,Monaco,Ligue 1 Uber Eats,"1,945",2.04,1.16,0,0,0.69,0.06,27%,0.19,0.51,-,0.04,0.04,-0.91,-,2,0.09,62.01,89%,0.09,1.02,0.28,2.17,6.71,1.9,5%,1.9,4%,47,70%,7.22,2.41,12.49,9.12,0.05,2.96,0.69,0.74,0.14,5.23,69%,0.74,10.83,13.3km,0,9,11,2,0,"£37,500 p/w",£4.5M - £6.4M
- - -,,98038279,Silvan Hefti,D (R),28,Hamburg,Bundesliga,"1,623",1.61,0.89,2,1,0.44,0.11,50%,0.22,0.22,0.11,0.05,0.05,1.09,25%,3,0.17,55.12,90%,0.13,1.22,0.28,2.05,5.32,4.16,24%,4.16,24%,58,81%,8.71,2.72,12.09,10.7,0.11,3.16,1,0.22,0.11,3.77,51%,0.22,14.36,13.1km,0,24,21,8,0,"£12,000 p/w",£200K - £2M
- - -,,85140284,Fodé Ballo-Touré,D (L),29,Metz,Ligue 1 Uber Eats,"2,603",1.31,2.07,1,0,0.38,0.07,36%,0.14,0.24,0.03,0.03,0.03,0.23,9%,4,0.14,36.03,86%,0.12,0.73,0.28,0.69,4.56,1.97,15%,2.04,15%,133,76%,8.54,2.42,12.34,8.75,0.24,2.52,2.18,1.11,0.48,3.98,65%,0.28,12.27,13.1km,0,35,9,6,0,"£25,000 p/w",£550K - £5.6M
- - -,,48034210,Lucas Tousart,DM,29,Union Berlin,Bundesliga,"2,284",1.5,1.26,1,1,1.1,0.1,57%,0.63,0.71,0.04,0.11,0.11,-1.68,4%,2,0.08,39.56,88%,0.1,0.99,0.28,1.02,3.35,0.75,11%,0.75,10%,94,72%,10.21,3.07,10.05,7.64,0.2,2.32,0.79,0.32,0.16,4.93,45%,0.12,14.42,13.9km,0,52,17,10,2,"£50,000 p/w",£5.2M - £8M
- - -,,2000173948,Rabby Mateta Pepa,M (C),19,Standard Liège,Jupiler Pro League,"1,308",1.93,1.31,2,1,0.83,0.07,33%,0.28,0.69,0.14,0.06,0.06,1.1,17%,3,0.21,44.72,88%,0.11,1.03,0.28,0.76,3.58,1.17,16%,1.31,17%,46,78%,11.97,2.96,8.33,7.78,0.07,1.38,1.1,0.34,0.07,3.3,35%,0.21,13.62,13.9km,0,23,14,3,0,£400 p/w,£250K - £2.5M
- - -,Wnt,27137320,Mikkel Kaufmann,ST (C),25,Heidenheim,Bundesliga,"1,636",0.83,2.04,5,1,1.54,0.18,57%,0.88,0.44,0.28,0.27,0.23,0.08,18%,1,0.06,25.64,81%,0.11,0.66,0.28,2.59,1.27,3.25,12%,3.25,11%,79,77%,11.61,2.59,7.48,11.17,0,1.87,1.21,0.44,0.06,6.93,48%,0,12.05,13.6km,0,34,23,6,0,"£14,750 p/w",£425K - £4.2M
- - -,,29114971,Corentin Tolisso,DM,31,Lyon,Ligue 1 Uber Eats,"2,622",1.24,1.2,4,0,2.03,0.09,46%,0.93,1.2,0.14,0.18,0.18,-1.25,7%,5,0.17,59.04,87%,0.1,0.96,0.27,0.55,4.74,0.48,24%,1,35%,74,76%,10.98,3.26,6.52,10.78,0.14,1.48,0.86,0.51,0.34,4.02,51%,0.38,16,14.0km,0,25,13,3,0,"£79,000 p/w",Not for Sale
- - -,,27088224,Mads Pedersen,D (L),29,Augsburg,Bundesliga,"2,307",1.33,1.21,1,0,0.47,0.08,33%,0.16,0.35,0.04,0.04,0.04,0,8%,5,0.2,41.04,84%,0.13,1.29,0.27,1.95,4.29,4.02,14%,4.25,12%,110,78%,8.78,2.03,12.02,13.15,0.2,2.5,1.79,0.9,0.2,3.67,34%,0.16,13.58,13.5km,3,38,10,12,0,"£15,000 p/w",£325K - £3.3M
- - -,,91172582,Nicolas Kühn,AM (R),26,Heidenheim,Bundesliga,"1,334",0.54,1.42,2,2,1.01,0.09,47%,0.47,0.4,0.13,0.09,0.09,0.72,13%,1,0.07,27.93,80%,0.13,0.81,0.27,3.04,2.02,3.91,12%,4.66,10%,44,80%,11.27,3.17,8.1,12.48,0,2.77,0.88,0.2,0,4.86,29%,0.07,12.82,13.5km,0,16,32,1,0,"£12,000 p/w",£200K - £2M
- - -,Wnt,2000261766,Melvyn Dapa,D (R),19,Genk,Jupiler Pro League,"2,017",1.61,1.25,1,1,0.54,0.11,17%,0.09,0.36,0.04,0.06,0.06,-0.35,8%,2,0.09,46.36,87%,0.11,0.94,0.27,1.25,6.65,3.03,15%,3.03,14%,69,84%,9.64,3.17,9.73,9.86,0.09,1.65,1.65,0.58,0.27,4.15,43%,0.18,17.89,13.3km,0,25,7,2,0,£400 p/w,£10K - £95K
- - -,Inj,2000159355,Ibrahim Diakité,D (R),22,Cercle Brugge,Jupiler Pro League,"2,703",1.2,1.2,0,0,0.73,0.09,23%,0.17,0.43,-,0.06,0.06,-1.88,-,5,0.17,42.85,83%,0.12,0.87,0.27,1.03,5.83,4.16,9%,4.2,8%,109,81%,9.96,3.36,14.88,13.22,0.03,2.63,2,0.57,0.33,6.09,62%,0.13,13.12,13.3km,0,24,5,8,0,£220 p/w,£160K - £1.6M
- - -,,18101841,Gary Magnée,DM,26,Cercle Brugge,Jupiler Pro League,"1,704",1.58,1.21,1,1,0.9,0.05,47%,0.42,0.69,0.05,0.05,0.05,0.13,6%,4,0.21,50.65,86%,0.12,1,0.26,1.11,6.07,0.95,14%,1.11,11%,55,65%,11.94,2.75,8.08,8.98,0.05,1.9,1.06,0.37,0.26,3.17,55%,0.05,10.99,13.7km,0,33,12,5,1,"£4,100 p/w",£600K - £1.4M
- - -,Wnt,37063647,Martijn Kaars,ST (C),27,St Pauli,Bundesliga,"2,392",1.09,1.77,7,0,1.32,0.15,49%,0.64,0.34,0.26,0.2,0.2,1.64,20%,3,0.11,21.07,80%,0.06,0.53,0.26,1.2,0.9,1.05,10%,1.09,10%,52,71%,8.5,2.22,4.63,8.32,0,0.98,0.75,0.08,0,10.65,34%,0.04,8.05,12.6km,1,23,53,2,0,£675 p/w,£40K - £400K
- - -,Inj,2000069208,Umut Tohumcu,M (C),21,Hoffenheim,Bundesliga,"1,712",0.95,2.05,2,1,0.89,0.14,41%,0.37,0.63,0.11,0.12,0.08,-0.34,12%,1,0.05,42.84,84%,0.1,0.79,0.26,1.47,4.47,1,15%,2.16,10%,60,75%,13.51,3.52,8.67,9.83,0.16,1.42,0.68,0.95,0.32,4.15,51%,0.11,9.57,13.0km,0,10,12,3,0,"£11,000 p/w",£5.4M - £8.2M
- - -,Inj,18045342,Dennis Praet,M (C),32,Antwerp,Jupiler Pro League,"2,059",1.14,1.97,2,2,0.74,0.07,41%,0.31,0.7,0.09,0.05,0.05,0.85,12%,4,0.17,60.85,88%,0.1,0.87,0.26,0.87,4.76,0.52,11%,3.8,16%,78,67%,12.76,3.54,9.31,9.4,0.09,2.4,0.74,0.48,0.35,3.93,43%,0.22,7.39,13.1km,0,21,11,0,0,"£18,000 p/w",Not for Sale
- - -,,91190772,Niklas Tauer,DM,25,Mainz 05,Bundesliga,"1,383",1.43,1.3,2,2,1.43,0.08,27%,0.39,1.04,0.13,0.11,0.11,0.34,9%,4,0.26,48.94,87%,0.08,0.72,0.26,0.85,3.25,0.72,27%,0.72,27%,65,65%,14.64,3.32,11.19,9.05,0.13,2.54,0.85,0.52,0.26,5.21,49%,0.2,15.03,14.2km,1,37,10,10,1,"£13,000 p/w",£300K - £2.9M
- - -,,91100466,Maximilian Arnold,M (C),32,Wolfsburg,Bundesliga,"2,771",1.14,1.33,0,0,1.53,0.06,34%,0.52,1.27,-,0.09,0.09,-2.67,-,4,0.13,57.75,89%,0.13,0.88,0.26,0.36,4.51,0.52,18%,2.73,18%,91,69%,11.76,3.09,8.51,9.35,0,1.46,0.97,0.58,0.36,3.93,42%,0.42,11.01,13.5km,0,55,19,10,0,"£105,000 p/w",Not for Sale
- - -,,37018783,Vincent Janssen,ST (C),31,Antwerp,Jupiler Pro League,"1,737",1.14,1.87,8,1,1.66,0.18,63%,1.04,0.67,0.41,0.3,0.26,2.21,25%,2,0.1,29.43,85%,0.08,0.36,0.26,0.83,0.88,0.31,23%,1.14,33%,48,77%,10.88,2.75,4.15,8.13,0.05,0.83,0.47,0.1,0.1,11.19,31%,0,5.75,12.9km,0,8,27,2,0,"£43,000 p/w",Not for Sale
- - -,,93060362,Gustaf Nilsson,ST (C),29,Club Brugge,Jupiler Pro League,"1,754",1.9,0.97,15,1,3.8,0.14,50%,1.9,0.51,0.77,0.52,0.52,4.96,20%,1,0.05,20.22,82%,0.07,0.41,0.26,0.92,0.67,0.21,0%,0.21,-,32,69%,6.47,1.49,4.57,6.62,0,1.08,0.46,0.15,0.05,14.83,55%,0.05,6.77,12.3km,0,12,22,2,0,"£4,300 p/w",£550K - £5.2M
- - -,,2000055336,Bilal Bafdili,AM (R),21,Mechelen,Jupiler Pro League,"1,756",1.9,0.77,4,1,1.33,0.1,35%,0.46,0.87,0.21,0.14,0.14,1.28,15%,1,0.05,31.67,85%,0.12,0.72,0.26,2.46,1.9,3.18,5%,3.33,4%,63,76%,13.53,3.18,5.79,12.04,0.05,1.79,1.13,0.31,0.21,4.46,9%,0,12.2,13.7km,0,24,33,2,0,£400 p/w,£40K - £400K
- - -,Ask,49062636,Tom Louchet,M (C),23,Nice,Ligue 1 Uber Eats,"1,421",1.46,1.52,2,1,1.58,0.06,44%,0.7,1.33,0.13,0.09,0.09,0.51,8%,1,0.06,48.52,87%,0.08,0.7,0.25,1.39,6.46,1.46,8%,2.41,4%,42,81%,10.58,3.17,8.04,9.69,0,2.34,0.63,0.44,0.06,2.98,19%,0,12.86,13.4km,0,23,14,3,0,"£1,200 p/w",£450K - £6.2M
- - -,,18105723,Sami Lahssaini,M (C),27,RAAL La Louvière,Jupiler Pro League,"2,844",0.82,1.49,2,2,0.76,0.07,29%,0.22,0.6,0.06,0.05,0.05,0.37,8%,4,0.13,54.27,88%,0.1,0.98,0.25,0.79,3.26,0.51,13%,0.73,12%,117,75%,14.37,3.45,9.46,8.64,0.09,1.87,1.74,0.54,0.47,3.77,44%,0.16,7.63,13.9km,2,27,10,5,0,£400 p/w,£65K - £650K
- - -,,93135499,Erik Ahlstrand,M (R),24,St Pauli,Bundesliga,"1,422",0.63,1.46,2,1,1.08,0.14,47%,0.51,0.44,0.13,0.15,0.15,-0.33,12%,1,0.06,23.48,75%,0.1,0.63,0.25,1.9,2.91,2.41,19%,2.97,13%,72,78%,13.16,3.61,6.84,11.58,0.06,2.28,1.01,0.57,0.13,7.34,12%,0,15.19,13.5km,0,34,14,2,0,"£9,000 p/w",£150K - £1.5M
- - -,Wnt,92065838,Pascal Stenzel,D (R),30,Stuttgart,Bundesliga,"1,427",1.07,1.58,0,0,0.44,0.06,29%,0.13,0.32,-,0.02,0.02,-0.39,-,1,0.06,49.57,86%,0.12,0.88,0.25,1.14,4.73,1.45,20%,2.21,17%,55,85%,9.84,3.15,12.99,8.96,0.13,2.21,0.82,0.82,0.44,5.42,53%,0.82,15.89,13.9km,0,18,7,7,0,"£18,000 p/w",£275K - £2.7M
- - -,,49059396,Junior Mwanga,DM,23,Nantes,Ligue 1 Uber Eats,"2,142",1.09,1.22,2,0,1.05,0.08,32%,0.34,0.55,0.08,0.09,0.09,-0.08,8%,5,0.21,64.75,88%,0.06,1.01,0.25,0.38,7.06,0.17,0%,0.17,-,66,67%,10.17,2.69,8.19,9.2,0.04,1.85,0.8,0.55,0.29,4.71,70%,0.59,7.35,12.7km,0,19,11,6,0,"£13,000 p/w",£8.2M - £12.5M
- - -,Inj,63036087,David Hrncar,AM (R),28,FCV Dender,Jupiler Pro League,"2,501",1.15,1.44,5,1,1.15,0.15,53%,0.61,0.5,0.18,0.18,0.18,0.13,16%,3,0.11,36.63,86%,0.14,1.3,0.25,3.38,2.73,6.26,12%,7.27,10%,92,90%,14.11,3.63,7.16,13.85,0.04,2.12,1.26,0.58,0,4.86,18%,0,9.1,13.2km,0,23,36,3,0,"£1,100 p/w",£14K - £140K
- - -,Wnt,91144312,Niklas Dorsch,DM,28,Heidenheim,Bundesliga,"2,879",0.75,1.44,0,0,0.56,0.09,33%,0.19,0.38,-,0.05,0.05,-1.57,-,1,0.03,33.95,90%,0.08,0.78,0.25,0.66,3.22,0.34,23%,0.69,27%,120,73%,10.1,2.41,8.19,5.19,0.19,1.91,0.91,0.34,0.31,3.53,19%,0.03,11.94,13.2km,0,48,10,10,0,"£25,000 p/w",£4.5M - £7M
- - -,Inj,18053710,Michy Batshuayi,ST (C),32,Eintracht Frankfurt,Bundesliga,"1,801",1.15,1.25,4,0,1.35,0.25,37%,0.5,0.6,0.2,0.33,0.33,-2.67,15%,2,0.1,23.09,83%,0.08,0.9,0.25,0.8,0.6,0.65,8%,0.65,7%,33,82%,9.34,2.4,3.6,8.25,0.05,0.85,0.3,0.1,0.05,5.6,21%,0,7.2,12.2km,1,28,42,1,0,"£54,000 p/w",£300K - £2.9M
- - -,Wnt,2000058381,Ngal'Ayel Mukau,DM,21,Lille,Ligue 1 Uber Eats,"1,085",1.33,1.16,1,0,1,0.12,33%,0.33,0.41,0.08,0.12,0.12,-0.5,8%,1,0.08,57.9,90%,0.1,0.66,0.25,0.5,4.98,0.5,11%,0.75,16%,27,78%,10.37,2.07,7.96,8.46,0,2.74,0.83,0.08,0.08,4.23,29%,0.25,8.13,13.2km,0,6,8,0,0,"£2,000 p/w",£8.4M - £10M
- - -,,91195878,Luca Netz,D (L),23,Gladbach,Bundesliga,"2,172",1.28,1.62,3,1,1.12,0.1,26%,0.29,0.62,0.12,0.11,0.11,0.42,11%,3,0.12,45.46,86%,0.11,0.83,0.25,2.03,3.4,2.44,12%,4.39,10%,113,84%,11.35,3.31,15.41,13.38,0.12,2.98,1.62,0.87,0.33,5.55,63%,0.21,14.34,13.8km,0,16,18,4,0,"£46,000 p/w",£275K - £8.8M
- - -,,85079680,Aïssa Mandi,D (R),34,Lille,Ligue 1 Uber Eats,"2,904",1.27,1.21,3,0,0.84,0.11,19%,0.15,0.43,0.09,0.09,0.09,0.16,11%,2,0.06,56.22,90%,0.07,0.81,0.25,0.74,7.19,1.55,16%,1.55,16%,108,79%,6.94,2.01,13.05,8.18,0.22,2.45,0.96,0.62,0.28,5.58,71%,0.68,10.29,12.7km,1,51,12,11,0,"£26,500 p/w",Not for Sale
- - -,,95078945,Hamzat Ojediran,DM,22,Lens,Ligue 1 Uber Eats,"2,188",1.65,1.15,6,1,1.32,0.14,53%,0.7,0.9,0.25,0.19,0.19,1.39,19%,5,0.21,62.52,89%,0.14,1.03,0.25,0.95,5.43,0.7,24%,0.7,23%,82,78%,11.64,3.09,8.02,8.76,0.16,2.51,0.86,0.21,0.16,2.34,35%,0.04,11.97,14.0km,0,25,6,3,0,"£2,000 p/w",£1.6M - £3.5M
- - -,,37046948,Glenn Bijl,D (R),30,Antwerp,Jupiler Pro League,"1,094",0.9,2.14,2,1,0.82,0.06,40%,0.33,0.58,0.16,0.05,0.05,1.45,20%,0,-,41.05,85%,0.07,0.9,0.25,1.56,5.35,4.11,15%,4.36,16%,31,71%,9.38,2.47,10.78,10.78,0.16,2.47,0.9,0.82,0.41,3.78,41%,0.25,11.44,13.2km,2,16,9,1,0,"£5,750 p/w",£240K - £2.4M
- - -,,62219054,Andrej Ilić,ST (C),26,Union Berlin,Bundesliga,"2,558",1.44,1.34,16,1,3.03,0.16,49%,1.48,0.53,0.56,0.47,0.47,2.61,19%,2,0.07,20.76,82%,0.09,0.67,0.25,0.56,0.49,0.28,0%,0.28,-,40,65%,6.09,1.16,4.22,6.3,0,0.77,0.35,0.21,0.11,14.81,52%,0.11,6.44,12.2km,0,30,40,3,0,"£8,500 p/w",£650K - £6.2M
- - -,Lst,45101234,Ryotaro Ito,AM (C),28,Sint-Truiden,Jupiler Pro League,"1,100",1.8,1.31,3,1,2.13,0.16,38%,0.82,0.98,0.25,0.34,0.34,-1.14,12%,2,0.16,29.95,82%,0.16,1.06,0.25,4.17,2.45,2.21,17%,2.45,18%,26,77%,11.13,2.78,6.55,13.09,0,2.05,0.98,0.16,0.08,8.26,13%,0.08,10.55,14.6km,0,14,36,1,0,"£5,750 p/w",£60K
- - -,,49058321,Darlin Yongwa,D (L),25,Lorient,Ligue 1 Uber Eats,"2,224",1.21,1.13,1,0,0.28,0.07,43%,0.12,0.16,0.04,0.02,0.02,0.54,14%,3,0.12,37.96,84%,0.08,0.73,0.24,0.89,5.5,3.4,9%,5.34,7%,128,82%,11.9,3.36,13.39,10.4,0.28,2.67,1.38,0.73,0.12,4.49,60%,0.2,13.52,13.6km,0,22,5,4,0,"£3,500 p/w",£1.5M - £3.3M
- - -,,75045691,Marcelino Núñez,M (C),26,Brest,Ligue 1 Uber Eats,"1,484",1.76,1.52,4,0,1.52,0.15,56%,0.85,1.15,0.24,0.23,0.14,0.17,16%,0,-,41.66,79%,0.17,1.27,0.24,1.33,3.52,1.7,23%,5.76,17%,49,80%,14.86,3.58,8.31,13.04,0,2.3,0.85,0.36,0.36,3.34,38%,0,12.98,13.5km,0,5,20,0,0,"£15,000 p/w",£425K - £4.3M
- - -,Int,24047634,Josip Juranović,D (R),30,Union Berlin,Bundesliga,"1,865",1.11,1.21,1,0,0.72,0.16,60%,0.43,0.58,0.05,0.11,0.04,-1.36,7%,2,0.1,41.94,80%,0.11,0.92,0.24,1.74,4.63,2.32,24%,4.44,27%,117,85%,10.47,3.09,13.46,12.79,0.05,3.43,1.25,0.72,0.24,3.81,28%,0.05,12.74,13.8km,2,35,10,11,0,"£31,000 p/w",£5.6M - £8.6M
- - -,Lst,18027240,Mats Rits,M (C),32,Anderlecht,Jupiler Pro League,"1,505",1.73,1.61,5,2,1.55,0.15,58%,0.9,1.14,0.3,0.23,0.14,1.13,19%,2,0.12,64.23,90%,0.2,1.32,0.24,0.6,6.34,0.3,14%,0.42,20%,27,74%,8.85,2.03,7.59,7.06,0,1.5,0.48,0.48,0.12,4.13,42%,0.18,10.29,13.5km,0,24,13,2,0,"£17,250 p/w",£325K
- - -,Wnt,2000209925,Emmanuel Biumla,D (C),21,Angers,Ligue 1 Uber Eats,"1,513",0.77,1.61,1,0,0.48,0.12,38%,0.18,0.24,0.06,0.06,0.06,0.03,13%,2,0.12,52.94,88%,0.09,0.54,0.24,0.36,4.16,0.18,33%,0.18,33%,24,75%,6.66,1.78,9.87,7.14,0.12,1.84,1.31,0.95,0.65,6.01,60%,1.01,8.15,12.5km,0,15,2,2,0,"£2,000 p/w",£1.1M - £2.3M
- - -,,49056191,Johann Lepenant,M (C),23,Nantes,Ligue 1 Uber Eats,"1,906",0.94,1.13,0,0,0.99,0.08,14%,0.14,0.76,-,0.08,0.08,-1.6,-,4,0.19,59.12,91%,0.11,1.04,0.24,1.09,4.11,0.85,20%,0.94,16%,68,71%,12.47,3.21,8.26,8.31,0.05,1.65,0.61,0.24,0.09,3.73,33%,0,10.34,13.4km,0,19,17,5,0,"£14,000 p/w",£275K - £2.8M
- - -,Wnt,53149913,Warren Kamanzi,D (R),25,Toulouse,Ligue 1 Uber Eats,"1,908",0.61,1.51,0,0,0.14,0.06,33%,0.05,0.14,-,0.01,0.01,-0.18,-,1,0.05,45.38,85%,0.07,0.9,0.24,1.18,5.38,2.88,15%,2.92,14%,101,78%,10.14,2.03,10.47,10.38,0.19,2.5,1.6,0.57,0.33,3.68,46%,0.24,13.82,13.3km,0,30,9,5,0,"£4,500 p/w",£1.5M - £3.2M
- - -,,49045927,Ignatius Ganago,ST (C),27,Nantes,Ligue 1 Uber Eats,"1,147",0.94,1.49,5,1,1.96,0.18,60%,1.18,0.71,0.39,0.35,0.29,0.57,20%,0,-,23.78,87%,0.05,0.71,0.24,1.41,0.24,0.24,13%,0.63,33%,16,69%,9.1,2.04,4.32,5.96,0,1.96,0.47,0.08,0,13.03,27%,0,4.55,12.8km,0,25,12,0,0,"£12,750 p/w",£210K - £2.1M
- - -,,18051993,Rob Schoofs,M (C),32,Union Saint-Gilloise,Jupiler Pro League,"3,068",1.2,1.38,0,0,0.5,0.08,35%,0.18,0.35,-,0.04,0.04,-1.42,-,3,0.09,61.19,90%,0.11,1,0.23,0.79,6.6,0.38,44%,0.73,38%,85,68%,9.3,2.11,8.3,7.45,0.06,1.76,0.91,0.5,0.26,3.08,38%,0.09,6.45,13.5km,0,25,8,3,0,"£14,000 p/w",Not for Sale
- - -,Ask,2000011415,Kévin Danois,M (C),21,Auxerre,Ligue 1 Uber Eats,"1,156",1.09,1.09,2,0,1.79,0.08,52%,0.93,1.17,0.16,0.15,0.15,0.12,9%,1,0.08,47.18,86%,0.1,1.25,0.23,0.86,4.98,0.16,0%,0.16,-,35,74%,12.69,3.89,8.25,8.72,0.08,1.79,1.79,0.39,0.31,4.83,35%,0.16,12.85,14.3km,1,9,10,3,0,"£2,500 p/w",£190K - £1.9M
- - -,Wnt,91193886,Jan Schöppner,DM,26,Heidenheim,Bundesliga,"1,932",0.93,1.58,0,0,1.07,0.07,26%,0.28,0.61,-,0.08,0.08,-1.66,-,1,0.05,42.3,86%,0.07,0.7,0.23,0.51,3.77,1.02,18%,1.02,18%,93,77%,11.09,2.61,10.43,8.43,0,1.68,1.12,0.47,0.47,5.54,63%,0.23,13.04,13.3km,1,26,8,5,0,"£9,000 p/w",£300K - £3M
- - -,Inj,25038517,Vladimír Coufal,D (R),33,Hoffenheim,Bundesliga,"1,934",1.07,2.09,0,0,0.42,0.09,56%,0.23,0.28,-,0.04,0.04,-0.81,-,3,0.14,29.64,80%,0.11,0.74,0.23,2.09,3.4,6.38,10%,6.38,10%,98,77%,11.26,2.65,11.31,15.26,0.23,2.09,2.47,1.12,0.37,5.82,51%,0.47,23.45,13.4km,6,35,20,7,0,"£35,000 p/w",£4.5M - £8.6M
- - -,Wnt,27160149,Abu Francis,AM (C),25,Toulouse,Ligue 1 Uber Eats,"1,166",0.69,1.7,3,0,1.31,0.09,53%,0.69,0.69,0.23,0.12,0.12,1.4,18%,1,0.08,45.08,87%,0.11,0.77,0.23,2.7,2.7,0.69,25%,1.54,11%,36,69%,11.58,2.47,6.25,9.88,0.23,2.24,0.62,0.39,0.23,5.02,38%,0.23,6.64,14.0km,0,11,14,0,0,"£1,400 p/w",£1.5M - £3.2M
- - -,,85138194,Youssef Maziz,AM (C),27,OH Leuven,Jupiler Pro League,"1,571",1.66,1.43,8,2,1.6,0.12,50%,0.8,0.8,0.46,0.19,0.19,4.66,29%,3,0.17,31.51,84%,0.15,0.74,0.23,1.49,1.95,0.86,15%,3.04,13%,38,82%,10.08,1.78,5.21,10.6,0,1.49,0.34,0.17,0.06,4.53,30%,0.06,9.22,13.9km,0,19,23,3,0,"£4,300 p/w",£350K - £3.4M
- - -,Int,2000026180,Conrad Harder,ST (C),21,RB Leipzig,Bundesliga,"1,579",1.6,1.14,12,0,2.34,0.17,66%,1.54,0.57,0.68,0.41,0.41,4.86,29%,1,0.06,23.65,87%,0.1,0.57,0.23,0.97,0.74,0.57,20%,0.57,20%,37,78%,9.23,2.51,3.93,8.38,0.06,0.97,0.57,0.17,0.11,10.15,27%,0.06,6.1,12.8km,0,36,16,1,0,"£15,000 p/w",£9.8M - £15.5M
- - -,Inj,16170434,Mërgim Berisha,ST (C),28,Hoffenheim,Bundesliga,"2,375",1.25,1.93,9,1,1.59,0.18,48%,0.76,0.34,0.34,0.29,0.23,1.36,21%,3,0.11,21.71,83%,0.09,0.38,0.23,0.83,1.06,0.95,12%,0.95,12%,81,74%,7.2,1.71,4.85,8.37,0,1.25,0.57,0.45,0.19,11.14,41%,0.23,8.6,12.5km,0,53,49,7,0,"£67,000 p/w",£9.8M - £15.5M
- - -,Int,16147700,Maximilian Wöber,D (C),28,Werder Bremen,Bundesliga,"2,388",1.21,1.32,2,0,0.79,0.1,48%,0.38,0.26,0.08,0.08,0.05,-0.16,10%,1,0.04,42.36,83%,0.09,0.83,0.23,2.45,7.01,4.18,9%,4.45,9%,119,80%,10.1,2.6,16.55,13.68,0.26,3.47,1.28,0.79,0.19,8.67,60%,0.57,15.3,13.4km,2,31,14,8,0,"£35,000 p/w",£5.4M - £8.6M
- - -,Wnt,37060938,Wouter Burger,DM,25,Hoffenheim,Bundesliga,"2,392",1.13,1.69,0,0,0.79,0.08,24%,0.19,0.3,-,0.07,0.07,-1.73,-,0,-,37.29,86%,0.06,0.6,0.23,1.54,3.54,0.71,11%,0.71,10%,104,76%,14.34,3.5,9.93,8.73,0.04,1.88,1.09,0.53,0.04,5.87,55%,0.41,12.38,13.1km,1,56,24,7,0,"£7,000 p/w",£550K - £5.6M
- - -,,18115731,Lukas Willen,D (C),23,Zulte Waregem,Jupiler Pro League,"2,405",1.01,1.31,1,0,0.34,0.1,67%,0.22,0.07,0.04,0.03,0.03,0.07,11%,6,0.22,61.33,90%,0.13,0.6,0.22,0.82,4.38,0.6,34%,1.09,25%,56,88%,8.08,2.21,9.84,7.19,0.26,1.46,1.57,0.75,0.22,5.28,66%,0.64,6.59,12.2km,0,11,9,6,0,"£1,300 p/w",£24K - £240K
