Rec,Inf,UID,Name,Best Pos,Age,Club,Division,Mins,Tgls/90,Tcon/90,Gls,Goals Outside Box,Shot/90,xG/shot,Shot %,ShT/90,Shots Outside Box/90,Gls/90,xG/90,NP-xG/90,xG-OP,Conv %,Ast,Asts/90,Ps A/90,Pas %,xA/90,OP-KP/90,Ch C/90,Drb/90,Pr passes/90,OP-Crs A/90,OP-Cr %,Crs A/90,Cr C/A,Tck A,Tck R,Pres A/90,Pres C/90,Poss Won/90,Poss Lost/90,K Tck/90,Int/90,Clr/90,Blk/90,Shts Blckd/90,Aer A/90,Hdr %,K Hdrs/90,Sprints/90,Dist/90,Gl Mst,Fls,FA,Yel,Red,Wage,Transfer Value
- - -,,2000108691,Lewis Hall,D (L),21,Newcastle,Premier League,"2,057",1.27,1.49,3,1,0.88,0.1,45%,0.39,0.48,0.13,0.09,0.09,1.05,15%,1,0.04,47.3,85%,0.11,0.74,0.26,1.84,8.01,2.98,9%,4.59,8%,83,72%,13.13,4.38,12.78,12.73,0.13,2.76,1.09,1.4,0.53,3.89,44%,0.18,17.72,14.2km,2,28,13,8,0,"£7,000 p/w",£56M - £71M
- - -,,2000046200,Tristan Gooijer,D (R),21,PEC Zwolle,Eredivisie,"1,718",1.31,1.1,0,0,0.47,0.08,33%,0.16,0.31,-,0.04,0.04,-0.71,-,2,0.1,39.92,79%,0.09,0.42,0.26,0.79,4.45,2.99,7%,3.09,7%,65,77%,6.76,1.68,12.73,11.42,0.26,2.25,1.47,0.68,0.47,5.97,69%,0.31,11.32,12.5km,0,12,6,3,0,"£6,000 p/w",£400K - £4M
- - -,,29119679,Nathaniel Phillips,D (C),29,West Brom,Sky Bet Championship,"3,452",2.16,1.17,3,0,0.89,0.1,44%,0.39,0.13,0.08,0.09,0.09,-0.48,9%,5,0.13,51.13,86%,0.08,0.57,0.26,0.6,5.4,1.98,14%,1.98,14%,135,73%,8.37,2.89,15.3,10.32,0.23,2.71,1.62,0.68,0.29,8.24,70%,1.2,8.45,12.6km,0,41,8,8,0,"£45,000 p/w",£4.1M - £5.2M
- - -,,28100152,Tom Davies,M (C),27,Sheffield United,Sky Bet Championship,"2,429",1.52,1.52,1,1,1,0.08,33%,0.33,0.82,0.04,0.08,0.08,-1.2,4%,1,0.04,45.24,85%,0.11,0.96,0.26,0.82,5.26,0.56,27%,0.96,20%,91,73%,10.3,3.04,9.37,8.15,0.04,1.89,1.78,0.37,0.15,4.74,38%,0.33,9.93,13.7km,0,42,14,4,1,"£30,000 p/w",£500K - £4.9M
- - -,,76038475,Jefferson Lerma,DM,31,Crystal Palace,Premier League,"2,779",0.74,2.04,2,2,1.04,0.09,41%,0.42,0.68,0.06,0.09,0.09,-0.83,6%,2,0.06,48.71,88%,0.07,0.97,0.26,0.84,3.08,0.42,14%,0.45,15%,104,75%,12.31,3.08,9.1,8.45,0.23,1.39,1.52,0.52,0.26,4.96,56%,0.81,12.11,13.7km,0,61,10,13,0,"£70,000 p/w",£450K - £4.4M
- - -,,37085326,Ilyas el Moussaoui,ST (C),22,NAC,Eredivisie,"1,043",0.78,1.21,1,0,1.47,0.1,29%,0.43,0.52,0.09,0.14,0.14,-0.63,6%,1,0.09,24.77,83%,0.1,1.12,0.26,0.43,1.21,1.12,15%,1.12,15%,16,75%,7.68,1.55,3.8,6.47,0.17,0.86,0.52,0.35,0.26,11.99,35%,0.17,5.95,12.3km,0,18,12,0,0,"£1,400 p/w",£550K - £5.6M
- - -,Wnt,19371031,João Gomes,DM,25,Wolves,Premier League,"3,129",0.89,1.61,2,1,1.04,0.09,44%,0.46,0.63,0.06,0.09,0.09,-1.25,6%,2,0.06,55.2,89%,0.09,0.92,0.26,0.75,3.16,0.6,27%,1.29,47%,123,76%,12.45,3.11,9.35,9.41,0.17,2.19,1.12,0.32,0.14,3.19,59%,0.23,11.59,13.7km,0,56,21,9,0,"£30,000 p/w",£14M - £17.5M
- - -,Wnt,29125265,Antonee Robinson,D (L),28,Fulham,Premier League,"2,806",0.9,1.57,1,0,0.42,0.07,31%,0.13,0.26,0.03,0.03,0.03,0.07,8%,2,0.06,43.78,87%,0.09,0.77,0.26,2.41,4.3,3.05,12%,3.05,11%,159,79%,14.18,4.33,17.61,11.61,0.16,4.2,1.86,0.93,0.42,5.2,71%,0.51,13.76,14.0km,2,15,22,4,0,"£50,000 p/w",£11M - £13M
- - -,,2000155561,Aidomo Emakhu,AM (L),22,Millwall,Sky Bet Championship,"2,808",1.67,1.19,10,0,2.15,0.11,42%,0.9,1.19,0.32,0.24,0.24,2.54,15%,2,0.06,24.42,81%,0.13,1.15,0.26,1.99,1.63,4.62,8%,4.62,7%,103,85%,12.66,2.92,7.47,12.02,0.03,1.63,1.15,0.32,0.1,10.26,35%,0.1,10.99,13.5km,0,57,50,11,1,"£6,500 p/w",£1.2M - £2.6M
- - -,,2000051112,Oliver Johansen Braude,M (C),22,sc Heerenveen,Eredivisie,"2,457",1.17,0.77,0,0,0.99,0.06,22%,0.22,0.84,-,0.06,0.06,-1.61,-,4,0.15,40.15,82%,0.1,0.73,0.26,1.28,4.54,2.27,10%,4.1,1%,93,76%,10.99,2.75,9.56,11.03,0.04,1.72,1.17,0.4,0.22,3.55,29%,0,11.21,13.4km,1,25,10,2,0,"£3,000 p/w",£350K - £8.2M
- - -,,45109986,Koki Saito,AM (L),24,QPR,Sky Bet Championship,"2,107",1.07,1.58,3,0,1.41,0.17,52%,0.73,0.64,0.13,0.24,0.24,-2.58,9%,4,0.17,29.86,84%,0.1,0.77,0.26,1.84,1.75,2.05,14%,2.48,10%,64,69%,10.72,2.99,4.4,9.7,0,1.41,0.81,0.21,0.09,7.39,17%,0,6.92,12.6km,0,24,40,1,0,"£5,000 p/w",£140K - £6.6M
- - -,,62238926,Mirko Topić,DM,25,Norwich,Sky Bet Championship,"2,108",1.41,0.64,2,0,0.98,0.11,39%,0.38,0.43,0.09,0.11,0.11,-0.55,9%,2,0.09,65.49,90%,0.11,1.11,0.26,1.07,4.87,0.51,58%,0.51,58%,40,78%,8.24,2.6,7.22,8.54,0.04,1.32,1.15,0.38,0.21,3.42,56%,0.17,8.92,13.4km,0,23,12,7,0,"£9,000 p/w",£4M - £6.2M
- - -,,2000145982,James Abankwah,D (C),22,Watford,Sky Bet Championship,"2,462",1.97,1.17,1,0,0.77,0.06,29%,0.22,0.48,0.04,0.05,0.05,-0.28,5%,2,0.07,66.42,89%,0.1,0.69,0.26,0.69,5.92,2.52,16%,2.52,15%,80,85%,6.95,2.27,17,10.53,0.33,2.6,1.32,0.69,0.51,9.58,73%,0.77,10.93,12.7km,0,20,8,6,0,"£2,000 p/w",£120K - £1.2M
- - -,,28099986,Ben Sheaf,M (C),28,Wrexham,Sky Bet Championship,"3,169",1.39,1.51,2,1,1.22,0.06,40%,0.48,0.94,0.06,0.07,0.07,-0.51,5%,3,0.09,51.75,83%,0.14,0.99,0.26,0.74,4.71,0.37,37%,1.39,38%,112,76%,11.13,3.29,9.23,9.91,0.17,1.85,0.97,0.71,0.31,4.74,51%,0.37,9.09,12.9km,1,41,17,9,0,"£7,500 p/w",£6.8M - £10.5M
- - -,Inj,29123128,Dominic Calvert-Lewin,ST (C),29,Leeds Utd,Premier League,"2,817",1.63,1.05,18,0,2.46,0.19,53%,1.31,0.26,0.58,0.46,0.33,3.61,23%,1,0.03,18.85,82%,0.07,0.58,0.26,0.93,1.02,0.45,14%,0.45,14%,42,74%,6.58,1.21,3.19,7.32,0.03,0.73,0.38,0.06,0.03,8.5,53%,0.1,5.85,12.4km,0,27,61,2,0,"£100,000 p/w",£25M - £39M
- - -,Loa,2000080965,Harry Vaughan,AM (L),22,Hull City,Sky Bet Championship,"1,057",0.68,1.45,1,0,0.51,0.21,33%,0.17,0.43,0.09,0.11,0.11,-0.28,17%,1,0.09,24.69,84%,0.14,0.94,0.26,2.21,1.87,1.79,26%,2.89,28%,45,78%,13.62,2.47,6.39,9.71,0,1.7,1.45,0.17,0.09,7.24,9%,0,11.49,14.0km,0,10,13,1,0,"£1,200 p/w",£1.2M - £2.6M
- - -,,29136230,Ryan Yates,DM,28,Nottm Forest,Premier League,"3,539",1.35,1.35,2,0,1.09,0.08,28%,0.31,0.69,0.05,0.09,0.09,-1.57,5%,6,0.15,50.33,87%,0.1,0.99,0.25,0.76,5.19,0.53,27%,0.56,23%,126,71%,11.01,2.92,9.46,8.42,0.13,1.88,0.61,0.71,0.38,3.56,60%,0.43,14.06,13.8km,0,50,11,13,0,"£25,000 p/w",£9.4M - £14.5M
- - -,,98034811,Jordan Lotomba,D (R),27,Feyenoord,Eredivisie,"2,479",1.16,0.8,0,0,0.15,0.11,100%,0.15,0.11,-,0.02,0.02,-0.44,-,3,0.11,70.61,90%,0.09,0.98,0.25,1.89,9.91,3.67,10%,3.67,9%,84,81%,7.26,1.96,11,9.73,0.15,2.72,0.69,0.47,0.18,3.96,48%,0.25,14.99,13.3km,2,19,25,3,0,"£23,000 p/w",£400K - £3.9M
- - -,,13167102,Marshall Munetsi,M (C),29,Wolves,Premier League,"1,773",1.12,1.73,2,1,1.12,0.15,59%,0.66,0.41,0.1,0.16,0.16,-1.21,9%,0,-,42.28,87%,0.11,0.76,0.25,1.02,2.13,0.36,29%,0.36,28%,66,70%,13.86,3.05,7.51,9.34,0.1,1.98,0.91,0.15,0.1,3.65,46%,0.15,13.1,14.0km,0,29,19,5,0,"£15,000 p/w",£300K - £6.8M
- - -,Wnt,28087685,Josh Cullen,M (C),30,Burnley,Premier League,"2,130",0.93,1.52,3,2,0.76,0.08,61%,0.46,0.42,0.13,0.06,0.06,1.58,17%,2,0.08,53.66,88%,0.08,0.46,0.25,1.14,4.01,0.85,16%,1.56,25%,68,74%,12.21,3.04,7.1,9.08,0.08,1.39,1.01,0.46,0.3,2.11,56%,0.04,17.32,14.0km,1,11,10,3,0,"£40,000 p/w",£6.6M - £8M
- - -,,89063107,Iliman N'Diaye,AM (L),26,Everton,Premier League,"1,775",0.91,1.47,6,2,1.42,0.14,64%,0.91,0.61,0.3,0.2,0.2,2.11,21%,3,0.15,22.26,86%,0.1,0.96,0.25,2.28,1.22,1.98,18%,2.03,17%,57,75%,11.36,2.74,5.88,8.32,0,1.72,0.71,0.15,0.1,8.57,17%,0,12.07,13.8km,0,31,28,3,0,"£45,000 p/w",£9.4M - £12M
- - -,,37076172,Mimeirhel Benita,AM (R),22,Heracles,Eredivisie,"2,491",0.72,1.08,0,0,0.83,0.08,48%,0.4,0.54,-,0.07,0.07,-1.83,-,1,0.04,35.73,84%,0.09,0.87,0.25,2.6,2.89,5.06,11%,5.27,11%,102,79%,13.08,3.14,9.5,12,0.18,2.64,1.34,0.51,0.33,5.06,19%,0.04,13.12,13.2km,0,35,33,3,0,"£2,000 p/w",£150K - £7.6M
- - -,ESC,27130518,Lukas Engel,D (L),27,Middlesbrough,Sky Bet Championship,"1,072",1.68,1.76,0,0,0.34,0.03,50%,0.17,0.17,-,0.01,0.01,-0.11,-,2,0.17,35.68,86%,0.05,0.5,0.25,0.5,3.95,2.43,24%,3.11,20%,37,78%,7.72,1.76,11.08,7.64,0.25,3.11,1.68,0.59,0.25,5.29,48%,0,8.31,12.9km,0,9,5,1,0,"£10,000 p/w",£550K - £5.6M
- - -,,29219088,Cameron Archer,ST (C),24,Southampton,Sky Bet Championship,"2,880",1.56,1.44,15,0,2,0.22,50%,1,0.38,0.47,0.44,0.44,1.07,23%,1,0.03,20.41,85%,0.05,0.53,0.25,0.81,0.88,0.41,0%,0.41,-,55,76%,7.88,1.97,4.88,5.84,0,0.97,0.41,0.12,0.03,13.31,31%,0.03,5.94,12.7km,1,42,33,3,0,"£35,000 p/w",£13M - £20M
- - -,,28005568,Jordan Henderson,M (C),35,Brentford,Premier League,"2,881",1.28,1.41,2,0,0.75,0.1,33%,0.25,0.47,0.06,0.08,0.08,-0.44,8%,4,0.12,57.64,89%,0.09,0.78,0.25,0.87,4.47,0.34,23%,0.41,18%,111,68%,12.81,3.44,8.72,8,0.16,2.34,0.81,0.44,0.25,2.66,52%,0.19,10.4,13.9km,1,29,7,4,1,"£90,000 p/w",Not for Sale
- - -,,29142085,Ryan Nyambe,D (R),28,Derby County,Sky Bet Championship,"2,902",1.15,1.49,0,0,0.59,0.06,58%,0.34,0.28,-,0.04,0.04,-1.13,-,3,0.09,39.39,87%,0.09,0.84,0.25,2.54,3.26,5.09,11%,5.09,10%,135,80%,10.64,3.47,14.7,11.66,0.16,3.26,1.83,0.59,0.19,7.07,60%,0.4,20.5,13.6km,1,39,23,8,1,"£8,000 p/w",£400K - £1.2M
- - -,,37071555,Djevencio van der Kust,DM,25,Heracles,Eredivisie,"2,543",0.71,1.1,3,2,0.53,0.09,40%,0.21,0.35,0.11,0.05,0.05,1.68,20%,3,0.11,45.73,88%,0.09,0.88,0.25,1.2,5.34,2.48,11%,2.58,10%,129,84%,11.36,3.47,12.25,8.88,0.18,2.62,1.98,0.39,0.14,4.95,37%,0.11,10.48,13.4km,0,31,19,2,1,"£1,900 p/w",£325K - £3.2M
- - -,,2000006976,Brodie Spencer,WB (R),22,Oxford United,Sky Bet Championship,"1,457",1.36,1.11,1,1,0.12,0.07,100%,0.12,0.12,0.06,0.01,0.01,0.86,50%,3,0.19,47.13,88%,0.07,0.49,0.25,0.56,3.58,0.86,36%,0.86,35%,61,77%,7.23,2.53,10.32,7.78,0.19,2.22,1.3,0.49,0.19,5.07,50%,0.06,10.5,12.7km,0,26,3,6,0,£700 p/w,£450K - £9.2M
- - -,,45105555,Kyogo Furuhashi,ST (C),31,Birmingham,Sky Bet Championship,"1,828",0.79,1.03,4,0,1.08,0.21,50%,0.54,0.49,0.2,0.23,0.23,-0.63,18%,2,0.1,25.11,90%,0.11,0.49,0.25,1.82,1.08,1.33,15%,1.33,14%,47,79%,11.57,2.86,4.23,8.71,0,1.23,0.59,0.2,0.05,4.58,11%,0,5.46,12.6km,0,32,33,1,0,"£56,000 p/w",Not for Sale
- - -,Int,62248930,Žan Vipotnik,ST (C),24,Swansea,Sky Bet Championship,"2,925",0.92,1.85,9,1,1.51,0.17,53%,0.8,0.34,0.28,0.26,0.21,0.6,18%,3,0.09,23.88,85%,0.06,0.55,0.25,0.52,0.8,0.34,0%,0.37,-,61,79%,6.77,1.75,4.09,6.74,0.03,1.26,0.58,0.15,0.03,10.74,34%,0.09,6.83,12.4km,1,26,44,6,0,"£12,500 p/w",£600K - £6M
- - -,Inj,28113414,Keane Lewis-Potter,AM (L),25,Brentford,Premier League,"2,575",1.5,1.26,11,0,2.06,0.15,47%,0.98,1.08,0.38,0.32,0.23,1.91,19%,4,0.14,36.98,85%,0.14,0.59,0.24,3.29,2.76,2.52,14%,3.36,9%,116,74%,15.52,4.4,9.26,14.3,0.03,2.52,1.26,0.49,0.1,6.08,41%,0.03,15.2,13.8km,2,30,37,5,0,"£35,000 p/w",£13M - £20M
- - -,Wnt,55070300,Yuri Ribeiro,D (L),29,Blackburn,Sky Bet Championship,"2,576",0.84,1.64,1,0,0.38,0.06,36%,0.14,0.14,0.03,0.02,0.02,0.38,9%,1,0.03,50.31,90%,0.1,0.63,0.24,1.26,4.4,2.1,11%,4.4,8%,109,83%,6.22,1.78,14.46,9.78,0.17,3,1.26,0.84,0.49,6.01,73%,0.8,8.8,12.6km,0,28,13,6,0,"£12,500 p/w",£240K - £2.4M
- - -,,18115750,Anthony Descotte,AM (R),22,FC Volendam,Eredivisie,"2,212",1.14,1.51,5,2,1.18,0.15,45%,0.53,0.73,0.2,0.17,0.17,0.76,17%,4,0.16,17.5,86%,0.1,0.57,0.24,2.08,0.81,2.03,15%,2.64,14%,46,85%,11.56,2.16,3.87,7.69,0.04,1.1,0.73,0.12,0.12,8.83,12%,0.04,7.61,12.8km,0,36,30,0,0,"£3,500 p/w",£275K - £2.7M
- - -,,85032335,Idrissa Gueye,DM,36,Everton,Premier League,"1,846",0.88,1.46,2,0,1.02,0.11,43%,0.44,0.59,0.1,0.11,0.11,-0.32,10%,3,0.15,31.79,85%,0.08,0.73,0.24,0.68,2.73,0.54,45%,0.54,45%,89,74%,12.48,3.71,8.82,7.12,0.1,1.85,1.85,0.34,0.2,3.17,35%,0.1,14.48,14.3km,0,31,11,4,1,"£80,000 p/w",£45K - £425K
- - -,Inj,2000065731,Seiya Maikuma,AM (R),28,AZ,Eredivisie,"1,480",1.34,1.52,0,0,0.91,0.09,33%,0.3,0.12,-,0.08,0.08,-1.36,-,3,0.18,40.2,83%,0.09,0.67,0.24,1.95,3.77,3.71,11%,3.77,11%,56,88%,11.98,3.41,11.49,12.59,0.18,1.89,0.73,0.43,0.24,6.75,66%,0.24,16.42,13.3km,0,11,14,2,0,"£15,000 p/w",£7.2M - £9.2M
- - -,,29091532,Sam Gallagher,ST (C),30,Stoke,Sky Bet Championship,"1,495",1.32,1.69,8,2,2.89,0.12,56%,1.63,0.84,0.48,0.34,0.34,2.41,17%,2,0.12,28.05,87%,0.11,0.6,0.24,0.96,0.84,1.44,8%,1.44,8%,32,66%,9.99,2.65,4.58,9.45,0.06,1.14,0.66,0.18,0.12,11.2,45%,0.06,6.8,13.2km,0,28,23,2,0,"£25,000 p/w",£325K - £8.2M
- - -,Wnt,28127120,Tom Cannon,ST (C),23,Sheffield United,Sky Bet Championship,"1,869",1.3,1.35,13,2,2.74,0.19,47%,1.3,0.48,0.63,0.51,0.51,2.43,23%,3,0.14,15.7,80%,0.15,0.58,0.24,0.82,0.58,0.87,14%,1.01,16%,26,77%,5.3,1.11,4.72,5.59,0.1,1.06,0.1,0.1,0.05,17.72,40%,0.14,4.72,12.5km,1,37,32,0,0,"£25,000 p/w",£4.7M - £7.4M
- - -,,36116501,Konstantinos Mavropanos,D (C),28,West Ham,Premier League,"1,870",1.49,1.06,2,0,0.58,0.12,33%,0.19,0.1,0.1,0.07,0.07,0.51,17%,2,0.1,69.79,92%,0.1,0.48,0.24,0.67,3.71,0.82,24%,0.82,23%,45,71%,5.49,1.64,11.36,7.17,0.39,2.45,1.54,0.91,0.53,6.16,71%,0.67,5.87,12.6km,1,12,3,3,0,"£50,000 p/w",£19M - £23M
- - -,,2000105530,Diego Rodrigues,M (C),21,Preston,Sky Bet Championship,"1,136",1.11,1.58,0,0,0.55,0.03,43%,0.24,0.48,-,0.01,0.01,-0.18,-,0,-,50.78,89%,0.06,1.03,0.24,0.24,4.91,0,-,0.32,-,26,73%,13.07,3.96,8.4,6.58,0,1.27,1.11,0.48,0.16,3.25,41%,0,9.59,13.8km,0,5,2,1,0,"£2,000 p/w",£220K - £2.2M
- - -,Inj,37067286,Daniël van Kaam,DM,25,Heracles,Eredivisie,"1,515",0.59,1.19,2,0,1.07,0.11,56%,0.59,0.59,0.12,0.12,0.12,-0.01,11%,1,0.06,53.23,87%,0.08,0.48,0.24,0.89,3.27,0.83,14%,1.66,14%,40,85%,12.59,3.21,8.38,8.55,0.18,2.44,1.01,0.89,0.48,2.91,20%,0.12,10.34,13.8km,1,15,5,6,0,"£4,500 p/w",£180K - £1.8M
- - -,Wnt,292380025,Caleb Taylor,D (C),23,Millwall,Sky Bet Championship,"2,653",1.42,0.92,2,0,1.29,0.06,37%,0.47,0.1,0.07,0.08,0.08,-0.32,5%,0,-,47.46,81%,0.08,0.71,0.24,0.03,3.87,0.41,25%,0.41,25%,54,87%,3.22,1.12,12.72,9.74,0.47,1.59,1.73,0.47,0.31,9.67,74%,1.42,5.43,11.7km,0,20,2,7,0,"£1,000 p/w",£2.4M - £5M
- - -,,29177676,Josh Eccles,M (C),26,Coventry,Sky Bet Championship,"2,654",1.19,1.19,4,1,1.02,0.11,43%,0.44,0.68,0.14,0.12,0.12,0.6,13%,2,0.07,60.29,89%,0.1,1.05,0.24,0.78,4.48,0.54,19%,0.54,18%,67,76%,9.53,2.58,5.53,8.55,0.07,1.05,0.41,0.27,0.2,2.44,35%,0.2,6,12.3km,1,22,7,5,0,"£2,500 p/w",£650K - £6.4M
- - -,,29219001,Sam McCallum,D (L),25,Sheffield United,Sky Bet Championship,"1,139",1.74,0.95,1,1,0.55,0.04,29%,0.16,0.47,0.08,0.02,0.02,0.72,14%,2,0.16,39.27,79%,0.16,0.71,0.24,1.42,4.74,6.24,9%,6.87,7%,51,84%,10.27,3.16,16.04,17.23,0,1.74,2.05,1.19,0.24,8.69,61%,1.03,13.91,13.9km,0,14,4,4,0,"£15,000 p/w",£1.9M - £4M
- - -,,29125339,Jordan Thompson,M (C),29,Preston,Sky Bet Championship,"2,284",1.22,1.58,0,0,0.71,0.05,39%,0.28,0.59,-,0.03,0.03,-0.84,-,2,0.08,44.37,87%,0.11,0.99,0.24,0.75,4.77,1.54,12%,3.82,15%,95,76%,16.23,4.18,8.59,9.81,0.08,2.09,0.99,0.75,0.35,3.59,46%,0.08,11.43,13.2km,0,20,11,1,0,"£10,000 p/w",£18K - £190K
- - -,Wnt,29087568,Sam Long,D (R),31,Oxford United,Sky Bet Championship,"1,525",1.48,1.3,0,0,0.41,0.04,57%,0.24,0.24,-,0.02,0.02,-0.29,-,2,0.12,47.45,86%,0.11,0.89,0.24,1.3,3.84,3.78,8%,3.78,7%,75,85%,9.86,2.77,13.99,12.04,0.12,1.77,2.01,0.41,0.24,7.32,68%,0.77,15.76,13.5km,1,12,7,3,0,"£3,000 p/w",£85K
- - -,,39046523,Nökkvi Þeyr Þórisson,AM (L),26,Sparta Rotterdam,Eredivisie,"1,145",1.73,0.79,3,0,1.81,0.12,43%,0.79,1.1,0.24,0.21,0.21,0.29,13%,2,0.16,34.98,86%,0.15,1.49,0.24,3.3,2.04,4.17,13%,4.17,13%,42,79%,14.23,3.14,6.37,11.87,0,1.81,0.55,0.31,0.08,5.97,12%,0,9.51,13.5km,2,15,23,2,0,"£2,700 p/w",£18K - £180K
- - -,,93106858,Adam Carlén,DM,25,Excelsior,Eredivisie,"1,152",0.94,1.17,1,0,0.39,0.07,40%,0.16,0.08,0.08,0.03,0.03,0.63,20%,1,0.08,70.31,91%,0.05,0.62,0.23,0.47,6.41,0,-,0,-,31,81%,6.72,2.27,7.5,7.42,0.08,1.25,1.33,0.55,0.31,3.44,57%,0.47,7.58,13.0km,0,19,7,8,0,"£1,800 p/w",£200K - £2M
- - -,Wnt,28122190,Cody Drameh,D (R),24,Hull City,Sky Bet Championship,"1,536",1.11,1.99,0,0,0.53,0.09,44%,0.23,0.29,-,0.05,0.05,-0.81,-,1,0.06,43.71,82%,0.06,1,0.23,1.35,4.69,4.69,8%,5.16,8%,71,85%,10.72,3.52,17.11,13.95,0.18,2.87,1.99,0.29,0.18,8.85,71%,0.41,11.19,13.9km,1,29,7,3,0,"£9,000 p/w",£160K - £1.6M
- - -,Wnt,2000300956,Fer López,AM (R),22,Wolves,Premier League,"1,920",0.66,1.69,1,0,1.03,0.19,55%,0.56,0.42,0.05,0.19,0.19,-3.14,5%,0,-,31.83,86%,0.11,0.66,0.23,2.3,1.45,1.36,17%,4.88,17%,70,80%,13.08,4.12,6.05,11.25,0,1.64,0.89,0.19,0.14,4.22,32%,0.05,10.83,14.1km,0,29,28,6,0,"£5,000 p/w",£6.8M - £10.5M
- - -,,28085799,Cameron Brannagan,M (C),30,Oxford United,Sky Bet Championship,"3,079",1.08,1.26,4,1,1.2,0.11,59%,0.7,0.94,0.12,0.14,0.07,-0.69,10%,2,0.06,41.04,87%,0.09,0.76,0.23,1.02,2.86,0.61,18%,2.22,19%,93,74%,10.9,2.78,8.18,8.42,0,2.16,1.14,0.32,0.15,2.63,30%,0.06,13.5,13.8km,2,58,20,14,1,"£14,250 p/w",£150K - £1.5M
- - -,,37020720,Joris van Overeem,DM,32,sc Heerenveen,Eredivisie,"2,311",1.17,0.7,0,0,0.78,0.07,30%,0.23,0.58,-,0.06,0.06,-1.47,-,0,-,38.36,87%,0.07,0.58,0.23,0.51,3.82,0.08,33%,0.58,-,56,71%,10.48,2.96,8.22,5.57,0.23,1.75,0.93,0.35,0.16,3.5,22%,0,8.72,13.4km,0,30,7,6,0,"£8,250 p/w",Not for Sale
- - -,,28116496,Oliver Skipp,DM,25,Leicester,Sky Bet Championship,"3,084",1.93,1.23,6,1,1.31,0.11,42%,0.55,0.82,0.18,0.14,0.14,1.09,13%,2,0.06,50.08,89%,0.1,0.93,0.23,0.88,4.17,0.79,19%,0.79,18%,78,78%,9.81,2.86,7.56,7.65,0.03,1.81,0.61,0.44,0.09,4.06,37%,0.03,8.43,13.2km,0,36,19,8,0,"£40,000 p/w",£8.6M - £13M
- - -,Wnt,24048099,Borna Sosa,WB (L),28,Crystal Palace,Premier League,"1,546",0.82,2.1,0,0,0.87,0.06,53%,0.47,0.58,-,0.06,0.06,-0.95,-,4,0.23,34.17,83%,0.22,1.46,0.23,1.28,4.95,4.95,15%,10.36,15%,77,78%,13.74,3.26,11.29,14.2,0.06,2.21,1.22,0.82,0.29,4.02,58%,0.29,14.9,14.0km,0,24,5,6,0,"£35,000 p/w",£375K - £3.7M
- - -,Wnt,49054406,Jonathan Varane,M (C),24,QPR,Sky Bet Championship,"1,960",1.52,1.42,1,0,0.96,0.09,33%,0.32,0.6,0.05,0.09,0.09,-0.97,5%,0,-,62.68,87%,0.11,1.38,0.23,0.87,7.26,0.64,39%,0.83,42%,86,77%,12.99,3.99,9.87,9.28,0.18,2.02,1.56,0.69,0.28,3.12,38%,0,12.67,14.3km,0,26,11,4,1,"£4,000 p/w",£350K - £3.6M
- - -,,52032335,Matt Doherty,D (R),34,Wolves,Premier League,"2,749",0.85,1.47,0,0,0.65,0.06,60%,0.39,0.16,-,0.04,0.04,-1.25,-,6,0.2,52.81,88%,0.13,0.79,0.23,1.31,5.5,3.54,11%,3.54,11%,90,89%,9.2,2.23,11.16,11.98,0.36,2.1,0.98,0.82,0.36,5.21,70%,0.56,14.05,13.1km,1,43,14,13,0,"£50,000 p/w",£95K - £950K
- - -,,28011526,Luke Ayling,D (R),34,Middlesbrough,Sky Bet Championship,"1,184",1.44,2.13,1,0,0.61,0.15,50%,0.3,0.3,0.08,0.09,0.09,-0.24,13%,4,0.3,41.66,81%,0.07,1.06,0.23,1.52,6.01,5.4,7%,5.4,7%,56,88%,12.69,4.26,12.31,14.97,0.08,3.5,1.75,0.46,0.3,5.93,51%,0.3,15.43,14.1km,0,26,14,7,1,"£30,000 p/w",£65K - £650K
- - -,,98017540,Michaël Frey,ST (C),31,QPR,Sky Bet Championship,"3,163",1.02,1.45,10,0,2.05,0.14,49%,1,0.4,0.28,0.28,0.26,0.11,14%,3,0.09,31.95,85%,0.06,0.71,0.23,0.34,1.45,0.4,14%,0.4,14%,70,77%,7.28,1.76,4.33,8.62,0,0.71,0.51,0.43,0.17,11.24,48%,0.14,7.23,12.4km,0,64,51,9,0,"£15,000 p/w",£65K - £650K
- - -,,73201858,Fally Mayulu,ST (C),23,Bristol City,Sky Bet Championship,"3,166",1.68,1.11,21,2,2.93,0.15,47%,1.36,0.68,0.6,0.44,0.44,5.37,20%,5,0.14,23.05,84%,0.1,0.82,0.23,1.02,0.91,1.02,6%,1.02,5%,77,77%,7.56,1.9,4.69,7.05,0.03,1.05,0.57,0.26,0.2,9.69,45%,0.2,5.8,12.5km,1,36,44,3,0,"£15,000 p/w",£4.8M - £7.4M
- - -,,18083967,Casper De Norre,M (C),29,Millwall,Sky Bet Championship,"3,187",1.64,1.1,2,2,0.59,0.06,43%,0.25,0.54,0.06,0.04,0.04,0.67,10%,4,0.11,40.19,85%,0.12,0.96,0.23,0.48,4.35,0.79,16%,4.46,17%,89,80%,11.13,3.61,8.61,8.61,0.2,1.52,0.4,0.42,0.25,3.16,21%,0,12.48,13.3km,1,42,8,9,0,"£10,000 p/w",£120K - £1.2M
