Rec,Inf,UID,Name,Best Pos,Age,Club,Division,Mins,Tgls/90,Tcon/90,Gls,Goals Outside Box,Shot/90,xG/shot,Shot %,ShT/90,Shots Outside Box/90,Gls/90,xG/90,NP-xG/90,xG-OP,Conv %,Ast,Asts/90,Ps A/90,Pas %,xA/90,OP-KP/90,Ch C/90,Drb/90,Pr passes/90,OP-Crs A/90,OP-Cr %,Crs A/90,Cr C/A,Tck A,Tck R,Pres A/90,Pres C/90,Poss Won/90,Poss Lost/90,K Tck/90,Int/90,Clr/90,Blk/90,Shts Blckd/90,Aer A/90,Hdr %,K Hdrs/90,Sprints/90,Dist/90,Gl Mst,Fls,FA,Yel,Red,Wage,Transfer Value
- - -,,53126110,Kristian Thorstvedt,M (C),27,Sassuolo,Serie A TIM,"2,386",0.75,1.09,0,0,1.02,0.05,41%,0.41,0.57,-,0.05,0.05,-1.31,-,2,0.08,51.98,87%,0.09,0.91,0.26,0.87,5.43,0.87,21%,0.91,21%,77,73%,13.99,2.94,9.35,8.75,0.04,2.34,0.68,0.11,0.04,6.37,53%,0.38,10,12.6km,0,33,15,4,0,"£12,750 p/w",£26K - £6.6M
- - -,,67260207,Unai Vencedor,DM,25,Levante,LALIGA EA SPORTS,"2,734",0.92,1.28,3,0,0.76,0.13,39%,0.3,0.43,0.1,0.1,0.1,-0.01,13%,0,-,48.82,86%,0.12,0.86,0.26,1.19,4.81,1.02,14%,4.44,25%,102,71%,11.78,3.16,9.88,10.4,0.07,2.44,0.92,0.56,0.2,2.6,34%,0.03,15.04,14.1km,0,37,22,8,0,"£7,500 p/w",£20M - £25M
- - -,Int,16147386,Stefan Posch,D (R),29,Como,Serie A TIM,"2,394",1.09,1.5,0,0,0.79,0.09,48%,0.38,0.11,-,0.07,0.07,-1.9,-,1,0.04,49.1,88%,0.11,0.75,0.26,1.99,5.71,2.71,11%,2.71,11%,54,80%,10.45,2.82,12.33,10.23,0.19,1.99,0.9,0.79,0.34,7.37,66%,0.64,16.2,13.6km,3,19,21,5,0,"£19,000 p/w",£450K - £8M
- - -,nEU,19163503,Hernâni,DM,32,Parma,Serie A TIM,"2,056",0.88,1.79,1,1,1.23,0.07,43%,0.53,1.05,0.04,0.09,0.06,-1.09,4%,2,0.09,49.33,87%,0.11,1.01,0.26,0.83,3.76,0.61,11%,2.36,-,64,72%,12.21,3.11,8.67,9.76,0.04,2.01,0.83,0.53,0.48,3.5,60%,0.31,12.13,13.6km,1,29,16,5,0,"£53,000 p/w",£80K - £800K
- - -,,2000163799,Nico Paz,AM (C),21,Como,Serie A TIM,"2,422",1.19,1.45,4,0,1.26,0.18,53%,0.67,0.37,0.15,0.22,0.22,-2.03,12%,2,0.07,33.85,85%,0.1,0.89,0.26,2.16,2.12,0.74,19%,1.19,20%,48,67%,9.88,2.12,4.24,10,0,1.56,0.78,0.45,0.15,2.79,11%,0,9.18,13.7km,0,14,59,2,0,"£18,000 p/w",£20M - £26M
- - -,,67216747,Jaume Grau,DM,29,AVS SAD,Liga Portugal Betclic,"2,422",1.19,1.67,0,0,1.26,0.06,35%,0.45,0.74,-,0.08,0.08,-2.1,-,0,-,34.97,87%,0.08,0.71,0.26,0.71,2.97,0.56,22%,0.67,20%,77,83%,10.66,2.9,6.43,6.35,0.11,1.56,0.78,0.52,0.15,5.35,47%,0.48,11.18,12.8km,0,21,11,4,0,"£7,000 p/w",£60K - £600K
- - -,,14110838,Santiago Colombatto,DM,29,Real Oviedo,LALIGA EA SPORTS,"2,768",1.04,1.66,3,0,1.04,0.15,38%,0.39,0.68,0.1,0.16,0.06,-1.89,9%,1,0.03,39.44,85%,0.07,0.46,0.26,1.07,3.77,0.75,14%,2.15,4%,96,74%,13.3,3.54,8.68,9.23,0.07,1.82,0.88,0.65,0.29,4.23,47%,0.16,13.17,13.9km,0,59,17,14,1,"£3,500 p/w",£400K - £3.9M
- - -,,67278167,Miguel Puche,ST (C),25,Arouca,Liga Portugal Betclic,"1,391",1.29,1.16,7,0,1.94,0.21,57%,1.1,0.39,0.45,0.4,0.4,0.84,23%,1,0.06,17.08,91%,0.07,0.32,0.26,1.23,0.19,0.32,20%,0.32,20%,36,67%,8.48,1.68,3.43,3.69,0,0.84,0.71,0.06,0.06,7.96,19%,0,4.59,12.3km,0,32,19,3,0,"£2,000 p/w",£18K - £190K
- - -,,43093356,Luca Mazzitelli,M (C),30,Cagliari,Serie A TIM,"3,132",0.86,1.49,1,0,0.55,0.09,32%,0.17,0.29,0.03,0.05,0.05,-0.73,5%,1,0.03,52.21,90%,0.09,0.78,0.26,0.55,4.43,0.34,42%,0.34,41%,102,80%,11.29,2.96,9.11,7.3,0.03,1.81,0.98,0.4,0.14,4.05,64%,0.23,6.44,12.6km,0,32,18,8,0,"£42,500 p/w",£475K - £4.8M
- - -,,2000006107,Warren Bondo,DM,22,Cremonese,Serie A TIM,"2,788",1.23,1.71,4,1,0.77,0.09,42%,0.32,0.45,0.13,0.07,0.07,1.86,17%,2,0.06,49.42,88%,0.07,0.61,0.26,0.58,3.94,0.42,15%,0.65,23%,107,86%,12.07,3.36,9.78,7.55,0.06,1.65,0.94,0.58,0.26,3.42,51%,0,9.52,13.8km,0,47,10,11,0,"£37,000 p/w",£220K - £2.2M
- - -,Wnt,78076343,Mathías Olivera,D (L),28,Napoli,Serie A TIM,"2,442",1.25,1.36,1,0,0.26,0.08,43%,0.11,0.07,0.04,0.02,0.02,0.41,14%,2,0.07,71.17,90%,0.09,0.81,0.26,1.25,9.14,1.22,23%,1.29,21%,96,81%,8.81,2.73,12.2,9.36,0.07,2.29,1.14,0.7,0.18,4.94,72%,0.74,10.76,13.2km,0,24,14,3,0,"£49,000 p/w",£7.6M - £9.6M
- - -,,76059916,Gian Franco Cabezas,M (C),23,Alverca SAD,Liga Portugal Betclic,"2,098",1.93,2.4,7,3,1.12,0.1,50%,0.56,0.86,0.3,0.11,0.11,4.42,27%,4,0.17,35.91,88%,0.11,1.12,0.26,0.82,2.66,1.16,11%,1.63,14%,71,77%,13.94,3.35,8.19,6.82,0.17,1.89,1.33,0.21,0.17,3.22,31%,0,13.9,13.3km,1,40,14,6,0,£170 p/w,£95K - £950K
- - -,,2000033089,Pablo Ibañez,M (C),27,Alavés,LALIGA EA SPORTS,"1,399",1.54,1.42,0,0,1.22,0.06,42%,0.51,0.64,-,0.08,0.08,-1.22,-,2,0.13,56.29,89%,0.09,1.22,0.26,0.77,5.66,0.45,0%,0.45,-,47,68%,10.55,2.64,10.74,8.68,0,2.12,0.96,0.39,0.06,5.47,61%,0.26,11.77,13.3km,0,26,6,5,0,"£3,500 p/w",£3.5M - £7M
- - -,,19350649,Carlos Augusto,D (L),27,Blu-neri,Serie A TIM,"1,754",1.49,1.33,0,0,0.46,0.08,44%,0.21,0.36,-,0.04,0.04,-0.7,-,1,0.05,55.21,87%,0.09,0.82,0.26,2.26,8.57,3.39,18%,4.21,19%,68,85%,10.01,3.08,13.6,15.44,0.1,3.34,1.33,0.46,0.15,4.05,65%,0.1,17.04,14.1km,0,11,15,3,0,"£54,000 p/w",£14M - £17M
- - -,Wnt,93087462,Pontus Almqvist,AM (R),26,Parma,Serie A TIM,"2,471",0.98,1.93,1,1,1.2,0.08,52%,0.62,0.69,0.04,0.1,0.1,-1.63,3%,4,0.15,35.99,84%,0.11,0.8,0.25,3.53,2.37,3.39,6%,3.42,6%,92,78%,13.22,3.06,7.07,13.84,0.04,2.7,1.27,0.36,0.15,5.17,32%,0.07,10.6,13.0km,0,40,53,6,0,"£21,000 p/w",£210K - £6.4M
- - -,nEU,29164969,Jordan Zemura,D (L),26,Udinese,Serie A TIM,"2,482",1.02,0.94,0,0,0.62,0.08,12%,0.07,0.47,-,0.05,0.05,-1.34,-,2,0.07,40.25,87%,0.1,0.91,0.25,2.1,5.08,4.46,11%,4.93,9%,109,88%,14.25,3.26,12.22,11.78,0.18,3.26,1.52,0.58,0.33,2.57,34%,0.07,13.53,13.5km,0,33,25,4,0,"£10,000 p/w",£2.7M - £5.6M
- - -,,19308389,Sidney Lima,D (C),29,Santa Clara,Liga Portugal Betclic,"1,777",1.98,1.87,3,1,0.81,0.09,44%,0.35,0.1,0.15,0.07,0.07,1.58,19%,1,0.05,51.96,90%,0.11,0.46,0.25,0.15,5.37,0.86,12%,0.86,11%,59,78%,5.62,1.52,10.89,5.98,0.2,1.87,0.76,0.41,0.35,7.09,69%,0.71,6.79,11.7km,1,9,1,1,0,"£5,000 p/w",£1M - £2.2M
- - -,,2000052483,Damián,M (C),23,Celta Vigo,LALIGA EA SPORTS,"1,077",1,1.59,3,2,1.5,0.09,44%,0.67,1.34,0.25,0.13,0.13,1.47,17%,2,0.17,58.91,91%,0.08,0.84,0.25,1,5.6,0.33,0%,0.42,-,43,65%,13.7,4.26,11.28,8.27,0.17,2.26,2.09,0.58,0.42,4.18,52%,0.5,9.61,14.5km,0,11,4,1,0,"£2,500 p/w",£190K - £1.9M
- - -,,67245796,Alberto Reina,M (C),28,Real Oviedo,LALIGA EA SPORTS,"1,078",1.09,2.34,1,1,0.92,0.08,27%,0.25,0.67,0.08,0.08,0.08,0.08,9%,0,-,35.65,85%,0.06,0.58,0.25,0.75,3.34,0.25,0%,0.42,-,32,84%,13.44,4.01,6.01,8.85,0.08,1.17,2.84,0.33,0.17,2.92,17%,0.08,13.44,14.2km,0,24,4,2,0,"£2,500 p/w",£45K - £450K
- - -,,67276375,Aimar,AM (C),24,Osasuna,LALIGA EA SPORTS,"2,158",0.96,1.42,5,2,1,0.17,54%,0.54,0.58,0.21,0.17,0.13,0.98,21%,4,0.17,38.33,88%,0.12,0.67,0.25,1.33,2.21,0.67,23%,1.46,25%,38,71%,11.97,3,5.71,9.63,0.04,2.34,0.88,0.21,0.13,4.84,16%,0.04,8.92,13.9km,0,9,46,1,0,"£18,000 p/w",£17M - £22M
- - -,,49047810,Yanis Begraoui,ST (C),24,Estoril Praia,Liga Portugal Betclic,"2,887",0.69,1.59,7,0,1.62,0.19,37%,0.59,0.62,0.22,0.3,0.3,-2.66,13%,2,0.06,33.67,86%,0.09,0.62,0.25,1.4,0.94,0.56,17%,0.56,16%,81,72%,8.85,1.96,4.86,8.95,0.03,1.5,0.5,0.06,0,9.45,44%,0.12,5.46,12.6km,0,28,43,2,0,"£9,000 p/w",£220K - £2.2M
- - -,Int,37076659,Tomáš Suslov,AM (R),23,Hellas Verona,Serie A TIM,"2,167",0.79,0.96,6,2,1.58,0.12,45%,0.71,1,0.25,0.19,0.15,1.52,16%,3,0.12,31.36,85%,0.13,0.91,0.25,2.74,2.2,1.12,12%,4.15,7%,93,80%,14.08,2.99,6.81,12.67,0.04,2.16,0.83,0.29,0.04,5.36,13%,0.04,13.04,13.4km,0,49,54,14,2,"£10,000 p/w",£450K - £4.4M
- - -,,14027117,Ezequiel Ávila,ST (C),32,Real Betis,LALIGA EA SPORTS,"1,084",0.83,1.25,0,0,1.08,0.12,31%,0.33,0.42,-,0.12,0.12,-1.5,-,1,0.08,23.91,82%,0.1,1,0.25,0.5,0.83,0.5,0%,0.5,-,29,69%,6.81,1.33,3.74,6.81,0,0.91,0.5,0.17,0.17,4.82,60%,0,5.4,12.3km,0,16,11,1,0,"£46,000 p/w",£2.3M - £4.8M
- - -,,83103196,M'Bala Nzola,ST (C),29,Pisa,Serie A TIM,"2,530",1.03,1.67,10,2,1.49,0.23,57%,0.85,0.5,0.36,0.35,0.23,0.3,24%,3,0.11,21.24,84%,0.08,0.6,0.25,1.39,0.71,0.75,12%,1.17,9%,89,76%,8.4,1.96,5.23,7.43,0.04,1.28,0.71,0.32,0.14,11.95,29%,0.11,7.79,12.7km,0,70,63,7,1,"£53,000 p/w",£7.2M - £8.8M
- - -,Wnt,2000049419,Ángel Alarcón,AM (L),22,Porto,Liga Portugal Betclic,"1,085",2.9,0.91,5,0,2.9,0.18,43%,1.24,1.41,0.41,0.53,0.53,-1.35,14%,1,0.08,20.65,85%,0.13,1.08,0.25,1.49,1.58,2.74,9%,2.74,9%,20,70%,7.55,2.16,2.99,8.88,0,0.75,0.08,-,0,4.4,21%,0,4.81,11.6km,0,17,20,1,0,"£4,500 p/w",£325K - £3.2M
- - -,,91137136,Suat Serdar,M (C),29,Hellas Verona,Serie A TIM,"1,089",1.16,1.16,0,0,0.5,0.07,17%,0.08,0.25,-,0.03,0.03,-0.41,-,3,0.25,43.31,86%,0.11,0.91,0.25,1.49,3.47,1.07,26%,2.81,38%,43,77%,11.65,2.81,8.51,10.25,0.08,1.9,1.65,0.17,0.08,3.31,48%,0.08,12.81,13.8km,0,35,7,6,0,"£39,000 p/w",£375K - £3.8M
- - -,,67207683,Pepelu,M (C),27,Valencia,LALIGA EA SPORTS,"2,548",1.48,1.17,4,1,1.17,0.16,39%,0.46,0.78,0.14,0.19,0.13,-1.31,12%,2,0.07,55.14,89%,0.15,1.13,0.25,1.02,5.65,0.81,19%,3.5,17%,67,84%,10.31,2.33,7.49,9.36,0.14,1.73,0.64,0.57,0.32,2.4,37%,0.32,16.88,14.0km,0,30,21,5,0,"£25,000 p/w",£6.8M - £8.6M
- - -,,37084863,Espen van Ee,M (C),22,Arouca,Liga Portugal Betclic,"1,092",1.07,1.4,1,1,0.91,0.02,36%,0.33,0.74,0.08,0.02,0.02,0.73,9%,1,0.08,63.46,91%,0.06,0.91,0.25,0.25,3.96,0.58,0%,0.58,-,42,60%,12.36,3.05,7.91,7.5,0.08,1.48,2.23,0.58,0.16,3.54,35%,0.16,7.91,13.3km,0,11,4,1,0,"£4,500 p/w",£30K - £300K
- - -,Int,93142472,Samuel Dahl,D (L),23,Benfica,Liga Portugal Betclic,"2,571",2.94,0.56,1,1,0.49,0.09,43%,0.21,0.35,0.04,0.04,0.04,-0.26,7%,2,0.07,68.82,90%,0.08,0.84,0.25,1.09,10.15,0.67,27%,1.16,15%,78,85%,8.02,2.42,10.99,8.58,0.04,1.79,0.56,0.49,0.07,3.5,42%,0.04,8.68,12.9km,0,8,11,2,0,"£37,000 p/w",£170K - £7.6M
- - -,Wnt,19398967,Daniel Júnior,AM (R),24,Nacional,Liga Portugal Betclic,"1,102",0.82,1.96,2,1,0.82,0.1,30%,0.25,0.33,0.16,0.08,0.08,0.99,20%,1,0.08,28.01,82%,0.07,0.57,0.25,2.7,1.39,1.39,22%,1.88,17%,32,88%,13.07,3.1,6.04,11.19,0,1.06,0.98,0.33,0.08,4.17,25%,0.08,9.72,12.8km,0,19,14,2,0,£675 p/w,£50K - £500K
- - -,,83111384,Pedro Amaral,D (L),28,Estoril Praia,Liga Portugal Betclic,"1,839",0.64,1.81,1,0,0.34,0.06,57%,0.2,0.24,0.05,0.02,0.02,0.55,14%,0,-,45.66,89%,0.13,0.69,0.24,1.03,4.36,2.79,18%,5.43,15%,77,87%,10.67,2.74,13.46,10.23,0.1,3.18,1.52,1.08,0.39,4.21,56%,0.15,11.11,13.3km,3,17,7,2,0,"£9,000 p/w",£95K - £950K
- - -,,93122985,Amin Sarr,ST (C),25,Hellas Verona,Serie A TIM,"2,946",1.07,1.25,8,3,1.68,0.11,51%,0.86,0.7,0.24,0.18,0.18,2.03,15%,3,0.09,27.1,84%,0.09,0.86,0.24,2.05,1.77,1.16,10%,1.25,10%,116,79%,11.95,2.9,6.93,10.3,0,1.65,1.13,0.37,0.15,7.33,47%,0.12,9.2,12.8km,0,55,61,7,0,"£29,000 p/w",£8.6M - £10.5M
- - -,Wnt,27142187,Malthe Højholt,M (C),25,Pisa,Serie A TIM,"1,474",1.04,1.95,2,1,0.55,0.08,33%,0.18,0.43,0.12,0.04,0.04,1.3,22%,1,0.06,44.69,89%,0.06,0.92,0.24,0.67,3.85,0.49,25%,0.49,25%,54,70%,10.32,2.2,9.28,7.33,0,1.95,1.95,0.67,0.24,4.46,53%,0.37,11.42,13.6km,0,19,5,3,0,"£2,600 p/w",£140K - £1.4M
- - -,,83212490,Yaya Sithole,M (C),27,Tondela,Liga Portugal Betclic,"1,486",1.03,2.18,3,0,1.7,0.14,36%,0.61,0.97,0.18,0.23,0.23,-0.83,11%,3,0.18,46.39,85%,0.12,1.27,0.24,0.61,2.85,0.55,0%,0.55,-,57,82%,11.63,2.85,8.72,9.69,0.18,1.09,1.57,0.12,0.12,6.12,67%,0.97,12.11,13.4km,0,36,11,5,0,"£4,000 p/w",£75K - £750K
- - -,Wnt,43093936,Danilo Cataldi,DM,31,Lazio,Serie A TIM,"1,865",1.11,0.97,3,2,2.41,0.06,42%,1.01,2.08,0.14,0.13,0.13,0.25,6%,2,0.1,65,87%,0.11,1.01,0.24,0.53,6.08,0.53,17%,3.04,18%,49,80%,10.62,3.18,7.48,10.33,0,1.54,0.82,0.39,0.24,2.9,43%,0.05,9.07,13.4km,0,25,12,5,0,"£55,000 p/w",£700K - £10M
- - -,Wnt,83228783,Rodrigo Pinheiro,D (R),23,Famalicão,Liga Portugal Betclic,"2,258",1.28,1.24,1,1,0.64,0.06,31%,0.2,0.52,0.04,0.04,0.04,0.03,6%,0,-,33.12,81%,0.09,0.68,0.24,1.63,4.62,4.07,7%,4.15,6%,92,80%,8.89,2.43,12.56,12.16,0.12,2.31,1.83,1.32,0.6,4.5,63%,0.4,16.26,13.5km,1,16,6,2,0,"£6,000 p/w",£70K - £700K
- - -,,2000052525,Hugo Álvarez,M (L),22,Celta Vigo,LALIGA EA SPORTS,"2,273",1.23,1.5,0,0,0.48,0.09,42%,0.2,0.36,-,0.04,0.04,-1.06,-,4,0.16,36.63,87%,0.11,0.95,0.24,1.5,3.37,2.49,20%,3.72,17%,56,86%,12.47,3.21,9.19,10.02,0.04,2.49,0.99,0.55,0,2.81,30%,0,11.88,13.2km,0,25,20,6,0,"£15,000 p/w",£5.2M - £6.2M
- - -,Wnt,67279756,Àlex Sala,DM,25,Lecce,Serie A TIM,"1,138",0.87,1.27,0,0,0.47,0.04,17%,0.08,0.32,-,0.02,0.02,-0.24,-,1,0.08,50.14,92%,0.06,0.87,0.24,0.4,5.54,0.24,0%,0.24,-,48,69%,9.41,2.29,10.04,6.88,0.24,2.29,1.9,0.47,0.16,3.95,62%,0.32,6.88,12.7km,0,24,3,6,0,"£1,000 p/w",£275K
- - -,Hol,91175664,Marin Pongračić,D (C),28,Fiorentina,Serie A TIM,"1,899",1.94,1.04,1,0,0.43,0.08,33%,0.14,0.09,0.05,0.04,0.04,0.24,11%,0,-,63.41,92%,0.06,0.47,0.24,0.38,4.55,0.76,25%,0.76,25%,50,82%,4.74,1.52,12.04,6.26,0.33,2.37,1.04,0.71,0.43,6.59,64%,0.71,6.16,11.9km,0,12,5,3,0,"£52,000 p/w",£950K - £2.1M
- - -,Lst,43036636,Stephan El Shaarawy,AM (L),33,Roma,Serie A TIM,"1,149",1.72,1.41,4,0,1.8,0.17,43%,0.78,0.94,0.31,0.31,0.31,0.08,17%,2,0.16,28.04,87%,0.13,0.94,0.23,1.8,1.64,1.49,16%,3.37,15%,39,72%,7.75,2.11,4.7,8.46,0,1.02,0.55,0.08,0,4.46,25%,0.16,8.54,12.7km,0,23,26,1,0,"£89,000 p/w",£1.8M
- - -,,67277455,Mario Gila,D (C),25,Lazio,Serie A TIM,"1,150",1.64,0.78,0,0,0.39,0.09,20%,0.08,0.23,-,0.03,0.03,-0.43,-,0,-,87.18,94%,0.04,0.39,0.23,0.23,6.5,0.31,0%,0.31,-,19,84%,3.6,1.1,12.83,6.03,0.23,1.8,1.02,0.55,0.23,7.28,74%,0.7,4.93,12.0km,0,6,0,2,0,"£25,000 p/w",£7.2M - £9.2M
- - -,,83103197,Witi,AM (L),29,Nacional,Liga Portugal Betclic,"1,941",0.65,1.76,2,0,1.02,0.1,32%,0.32,0.56,0.09,0.1,0.1,-0.11,9%,1,0.05,32.87,85%,0.1,0.93,0.23,3.29,2.09,2.36,15%,2.83,13%,65,83%,12.98,3.06,7.19,12.75,0.05,2.23,0.93,0.51,0.14,5.47,15%,0.05,7.84,12.6km,0,17,24,3,0,"£1,500 p/w",£400K - £1.2M
- - -,,2000034344,Javi Guerra,M (C),23,Valencia,LALIGA EA SPORTS,"1,556",1.74,0.87,6,2,1.45,0.13,52%,0.75,0.87,0.35,0.18,0.18,2.82,24%,1,0.06,50.78,85%,0.13,1.16,0.23,2.43,4.86,0.58,8%,0.69,10%,38,79%,11.8,3.41,9.08,10.87,0,2.08,0.29,0.52,0.17,4.05,69%,0.06,17.29,14.5km,0,10,16,2,0,"£7,500 p/w",£19M - £29M
- - -,,43252226,Luca Pellegrini,D (L),27,Lazio,Serie A TIM,"1,951",1.2,0.88,1,0,0.78,0.06,35%,0.28,0.42,0.05,0.05,0.05,-0.1,6%,1,0.05,87.92,93%,0.08,0.83,0.23,1.94,12.69,2.68,16%,3.51,15%,73,78%,7.38,1.98,13.1,9.6,0.09,2.54,0.74,0.28,0.18,4.24,60%,0.14,8.76,13.0km,0,33,11,5,0,"£46,000 p/w",£4M - £6.2M
- - -,,49037548,Goduine Koyalipou,ST (C),26,Levante,LALIGA EA SPORTS,"1,565",0.81,1.38,1,0,1.32,0.13,30%,0.4,0.58,0.06,0.17,0.17,-1.95,4%,0,-,21.97,81%,0.06,0.69,0.23,1.15,1.27,0.58,10%,0.58,10%,26,65%,6.9,1.96,4.08,7.3,0,0.69,0.35,0.06,0.06,10.58,40%,0.12,6.96,12.8km,0,13,25,1,0,"£10,000 p/w",£200K - £2M
- - -,Hol,43296764,Hans Nicolussi Caviglia,M (C),25,Fiorentina,Serie A TIM,"1,957",1.89,1.06,1,0,0.87,0.09,47%,0.41,0.6,0.05,0.08,0.08,-0.65,5%,3,0.14,61.58,89%,0.11,1.29,0.23,1.01,4.74,0.32,37%,0.87,28%,46,63%,10.76,3.59,6.53,7.91,0,1.79,0.32,0.28,0.09,2.16,28%,0,11.36,13.5km,0,28,11,9,0,"£6,000 p/w",£100K - £6.2M
- - -,,50065334,Boulaye Dia,ST (C),29,Lazio,Serie A TIM,"1,568",1.09,0.86,6,0,1.78,0.18,55%,0.98,0.57,0.34,0.33,0.33,0.32,19%,0,-,18.48,86%,0.09,0.4,0.23,1.49,0.57,0.52,33%,0.52,33%,26,77%,5.34,1.26,4.19,6.83,0,0.92,0.17,0.17,0.06,4.99,40%,0,3.56,11.6km,0,31,20,1,0,"£49,000 p/w",£9.4M - £14.5M
- - -,,62000307,Nemanja Matić,DM,37,Sassuolo,Serie A TIM,"3,139",0.77,1.15,0,0,1.15,0.05,43%,0.49,0.52,-,0.05,0.05,-1.87,-,4,0.11,44.61,87%,0.09,0.95,0.23,0.34,3.76,0.4,17%,0.52,21%,81,69%,10.49,2.32,8.31,7.34,0.09,1.2,0.63,0.34,0.14,6.45,60%,0.66,10.01,12.8km,0,44,10,6,0,"£93,000 p/w",Not for Sale
- - -,,19371564,Daniel Cruz,ST (C),25,Gil Vicente,Liga Portugal Betclic,"1,183",1.22,1.29,3,0,1.6,0.2,52%,0.84,0.61,0.23,0.31,0.31,-1.11,14%,1,0.08,26.02,84%,0.07,0.76,0.23,0.84,0.61,0.99,9%,2.43,7%,15,80%,7.99,1.98,3.88,7.91,0,1.98,0.53,0.3,0.23,8.29,15%,0,5.4,11.8km,0,20,16,1,0,£425 p/w,£24K - £230K
- - -,,50047466,Valentin Rosier,D (R),29,Osasuna,LALIGA EA SPORTS,"1,976",1.46,1.46,0,0,0.14,0.12,33%,0.05,0.09,-,0.02,0.02,-0.35,-,2,0.09,45.14,88%,0.08,0.73,0.23,2.55,6.33,4.05,16%,4.05,15%,81,75%,11.43,3.01,13.16,10.43,0.36,3.6,0.77,0.87,0.14,3.64,66%,0.27,14.48,13.6km,0,23,13,4,0,"£35,000 p/w",£450K - £7.8M
- - -,Lst,67030707,Dani Parejo,M (C),37,Villarreal,LALIGA EA SPORTS,"2,379",1.66,1.85,4,2,0.98,0.08,65%,0.64,0.79,0.15,0.08,0.05,1.91,15%,5,0.19,50.13,81%,0.13,0.87,0.23,0.38,6.17,1.02,16%,4.69,14%,74,72%,13.05,4.27,9.95,13.51,0.15,2.42,0.83,0.3,0.19,3.22,40%,0.04,11.5,13.4km,1,38,13,6,0,"£60,000 p/w",£210K
- - -,,92029805,Sead Kolašinac,D (L),32,Atalanta,Serie A TIM,"2,787",1.68,1.07,1,0,0.55,0.06,53%,0.29,0.19,0.03,0.04,0.04,-0.09,6%,3,0.1,44.24,87%,0.18,0.61,0.23,0.68,5.04,3.33,10%,3.46,9%,110,86%,8.3,2.39,11.33,9.11,0.32,2.65,1.87,0.52,0.26,5.52,58%,0.36,9.98,12.8km,0,32,16,4,1,"£49,000 p/w",Not for Sale
- - -,Inj,93052050,Jesper Karlström,DM,30,Udinese,Serie A TIM,"1,996",1.13,1.13,0,0,0.9,0.03,50%,0.45,0.81,-,0.03,0.03,-0.62,-,0,-,53.16,87%,0.06,0.68,0.23,0.32,5.59,0,-,2.16,-,70,80%,9.83,2.34,8.07,8.88,0.05,1.4,0.77,0.36,0.18,2.98,47%,0.09,9.2,13.5km,1,43,7,9,0,"£21,000 p/w",£475K - £4.7M
- - -,,83169433,Tiago Manso,D (R),26,Tondela,Liga Portugal Betclic,"1,601",1.24,1.46,1,0,0.45,0.07,50%,0.22,0.39,0.06,0.03,0.03,0.4,13%,1,0.06,36.76,84%,0.16,1.01,0.22,1.74,5.17,3.49,15%,4.22,16%,75,81%,9.5,2.92,13.72,11.13,0.06,2.47,2.14,0.73,0.28,4.72,48%,0.28,14.56,13.9km,1,21,4,8,0,£775 p/w,£180K - £550K
- - -,,55071333,Samu,M (C),30,Vitória de Guimarães,Liga Portugal Betclic,"1,603",1.24,1.46,2,1,0.9,0.14,50%,0.45,0.67,0.11,0.13,0.08,-0.28,13%,0,-,86.63,92%,0.11,1.18,0.22,1.01,6.34,0.51,30%,3.76,66%,62,73%,12.97,3.37,8.25,9.83,0.06,2.08,0.67,0.39,0.34,1.35,21%,0.11,7.41,13.4km,0,28,8,6,0,"£7,500 p/w",£2.5M - £5.2M
- - -,Wnt,43272248,Gabriele Zappa,D (R),26,Cagliari,Serie A TIM,"2,832",0.95,1.56,1,1,0.44,0.07,50%,0.22,0.35,0.03,0.03,0.03,-0.05,7%,6,0.19,47.35,86%,0.09,1.05,0.22,3.37,4.93,6.23,7%,6.23,6%,117,79%,10.61,2.67,13.22,15.99,0.16,2.73,1.68,0.57,0.22,4.29,70%,0.25,16.81,13.3km,0,49,39,13,0,"£21,000 p/w",£700K - £6.4M
- - -,,43296186,Emanuel Vignato,AM (C),25,Pisa,Serie A TIM,"2,832",1.11,2.1,6,1,0.92,0.21,55%,0.51,0.48,0.19,0.19,0.19,-0.01,21%,3,0.1,22.21,87%,0.08,0.48,0.22,1.21,1.11,0.76,11%,1.94,12%,50,74%,7.47,1.49,3.88,6.83,0.06,1.43,0.76,0.29,0.22,5.88,11%,0.03,7.69,12.6km,1,21,41,2,0,"£6,250 p/w",£325K - £3.2M
- - -,,67222900,Júnior Firpo,D (L),29,Real Betis,LALIGA EA SPORTS,"1,626",1,1.27,0,0,0.89,0.07,13%,0.11,0.55,-,0.07,0.07,-1.19,-,1,0.06,68.14,90%,0.09,1,0.22,1.77,8.14,1.94,19%,2.05,20%,78,86%,10.13,2.49,12.4,9.58,0.17,2.44,0.89,0.72,0.11,4.15,67%,0.39,11.24,14.0km,0,8,8,3,0,"£60,000 p/w",£275K - £2.9M
